Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
3535	G35	G18	10	21	0	0	0.5
3536	G36	G18	10	21	0	0	0.5
3537	G37	G18	10	21	0	0	0.5
3538	G38	G18	10	21	0	0	0.5
3539	G39	G18	10	21	2e-04	0	0.5
3540	G40	G18	10	21	0	0	0.5
3541	G41	G18	10	21	0	0	0.5
3542	G42	G18	10	21	0	0	0.5
3543	G43	G18	10	21	0	0	0.5
3544	G44	G18	10	21	0	0	0.5
3545	G45	G18	10	21	0	0	0.5
3546	G46	G18	10	21	0	0	0.5
3547	G47	G18	10	21	0	0	0.5
3548	G48	G18	10	21	0	0	0.5
3549	G49	G18	10	21	0	0	0.5
3550	G50	G18	10	21	0	0	0.5
3551	G51	G18	10	21	0	0	0.5
3552	G52	G18	10	21	0	0	0.5
3553	G53	G18	10	21	0	0	0.5
3554	G54	G18	10	21	0	0	0.5
3555	G55	G18	10	21	0.0011	0	0.5
3556	G56	G18	10	21	0	0	0.5
3557	G57	G18	10	21	0	0	0.5
3558	G58	G18	10	21	0	0	0.5
3559	G59	G18	10	21	0	0	0.5
3560	G60	G18	10	21	0	0	0.5
3561	G61	G18	10	21	0	0	0.5
3562	G62	G18	10	21	0	0	0.5
3563	G63	G18	10	21	0	0	0.5
3564	G64	G18	10	21	9e-04	0	0.5
3565	G65	G18	10	21	0	0	0.5
3566	G66	G18	10	21	0	0	0.5
3567	G67	G18	10	21	2e-04	0	0.5
3568	G68	G18	10	21	0	0	0.5
3569	G69	G18	10	21	0	0	0.5
3570	G70	G18	10	21	0	0	0.5
3571	G71	G18	10	21	0	0	0.5
3572	G72	G18	10	21	0	0	0.5
3573	G73	G18	10	21	9e-04	0	0.5
3574	G74	G18	10	21	0.0013	0	0.5
3575	G75	G18	10	21	0	0	0.5
3576	G76	G18	10	21	0	0	0.5
3577	G77	G18	10	21	0	0	0.5
3578	G78	G18	10	21	0	0	0.5
3579	G79	G18	10	21	0	0	0.5
3580	G80	G18	10	21	0	0	0.5
3581	G81	G18	10	21	0	0	0.5
3582	G82	G18	10	21	0	0	0.5
3583	G83	G18	10	21	0	0	0.5
3584	G84	G18	10	21	2e-04	0	0.5
3585	G85	G18	10	21	0	0	0.5
3586	G86	G18	10	21	0	0	0.5
3587	G87	G18	10	21	0	0	0.5
3588	G88	G18	10	21	0	0	0.5
3589	G89	G18	10	21	0	0	0.5
3590	G90	G18	10	21	0	0	0.5
3591	G91	G18	10	21	0	0	0.5
3592	G92	G18	10	21	0	0	0.5
3593	G93	G18	10	21	0	0	0.5
3594	G94	G18	10	21	0	0	0.5
3595	G95	G18	10	21	8e-04	0	0.5
3596	G96	G18	10	21	0	0	0.5
3597	G97	G18	10	21	0.0032	0	0.5
3598	G98	G18	10	21	0	0	0.5
3599	G99	G18	10	21	1e-04	0	0.5
3600	G100	G18	10	21	0	0	0.5
3601	G1	G19	2	12	0	0	0.5
3602	G2	G19	2	12	8e-04	0	0.5
3603	G3	G19	2	12	0	0	0.5
3604	G4	G19	2	12	0	0	0.5
3605	G5	G19	2	12	0	0	0.5
3606	G6	G19	2	12	0	0	0.5
3607	G7	G19	2	12	0	0	0.5
3608	G8	G19	2	12	6e-04	0	0.5
3609	G9	G19	2	12	0	0	0.5
3610	G10	G19	2	12	2e-04	0	0.5
3611	G11	G19	2	12	0	0	0.5
3612	G12	G19	2	12	7e-04	0	0.5
3613	G13	G19	2	12	2e-04	0	0.5
3614	G14	G19	2	12	0	0	0.5
3615	G15	G19	2	12	0	0	0.5
3616	G16	G19	2	12	9e-04	0	0.5
3617	G17	G19	2	12	0	0	0.5
3618	G18	G19	2	12	0	0	0.5
3619	G19	G19	2	12	1	0.76364	0.5
3620	G20	G19	2	12	0	0	0.5
3621	G21	G19	2	12	0	0	0.5
3622	G22	G19	2	12	0	0	0.5
3623	G23	G19	2	12	6e-04	0	0.5
3624	G24	G19	2	12	0	0	0.5
3625	G25	G19	2	12	0	0	0.5
3626	G26	G19	2	12	0	0	0.5
3627	G27	G19	2	12	0	0	0.5
3628	G28	G19	2	12	0	0	0.5
3629	G29	G19	2	12	0	0	0.5
3630	G30	G19	2	12	0	0	0.5
3631	G31	G19	2	12	0	0	0.5
3632	G32	G19	2	12	0	0	0.5
3633	G33	G19	2	12	0.0013	0	0.5
3634	G34	G19	2	12	0	0	0.5
3635	G35	G19	2	12	7e-04	0	0.5
3636	G36	G19	2	12	0	0	0.5
3637	G37	G19	2	12	0	0	0.5
3638	G38	G19	2	12	0	0	0.5
3639	G39	G19	2	12	0.0014	0	0.5
3640	G40	G19	2	12	3e-04	0	0.5
3641	G41	G19	2	12	5e-04	0	0.5
3642	G42	G19	2	12	0	0	0.5
3643	G43	G19	2	12	0.0014	0	0.5
3644	G44	G19	2	12	0.001	0	0.5
3645	G45	G19	2	12	0.0012	0	0.5
3646	G46	G19	2	12	0	0	0.5
3647	G47	G19	2	12	0	0	0.5
3648	G48	G19	2	12	0	0	0.5
3649	G49	G19	2	12	0	0	0.5
3650	G50	G19	2	12	0	0	0.5
3651	G51	G19	2	12	0	0	0.5
3652	G52	G19	2	12	0.001	0	0.5
3653	G53	G19	2	12	0	0	0.5
3654	G54	G19	2	12	0.001	0	0.5
3655	G55	G19	2	12	4e-04	0	0.5
3656	G56	G19	2	12	0	0	0.5
3657	G57	G19	2	12	0	0	0.5
3658	G58	G19	2	12	0	0	0.5
3659	G59	G19	2	12	0	0	0.5
3660	G60	G19	2	12	0	0	0.5
3661	G61	G19	2	12	0	0	0.5
3662	G62	G19	2	12	0.002	0	0.5
3663	G63	G19	2	12	0.002	0	0.5
3664	G64	G19	2	12	6e-04	0	0.5
3665	G65	G19	2	12	0	0	0.5
3666	G66	G19	2	12	0.0023	0	0.5
3667	G67	G19	2	12	5e-04	0	0.5
3668	G68	G19	2	12	7e-04	0	0.5
3669	G69	G19	2	12	0	0	0.5
3670	G70	G19	2	12	0	0	0.5
3671	G71	G19	2	12	0	0	0.5
3672	G72	G19	2	12	0	0	0.5
3673	G73	G19	2	12	0.001	0	0.5
3674	G74	G19	2	12	0	0	0.5
3675	G75	G19	2	12	0	0	0.5
3676	G76	G19	2	12	0	0	0.5
3677	G77	G19	2	12	0.0013	0	0.5
3678	G78	G19	2	12	0.0013	0	0.5
3679	G79	G19	2	12	0	0	0.5
3680	G80	G19	2	12	1e-04	0	0.5
3681	G81	G19	2	12	0	0	0.5
3682	G82	G19	2	12	1e-04	0	0.5
3683	G83	G19	2	12	0	0	0.5
3684	G84	G19	2	12	0	0	0.5
3685	G85	G19	2	12	2e-04	0	0.5
3686	G86	G19	2	12	0	0	0.5
3687	G87	G19	2	12	0	0	0.5
3688	G88	G19	2	12	0	0	0.5
3689	G89	G19	2	12	3e-04	0	0.5
3690	G90	G19	2	12	4e-04	0	0.5
3691	G91	G19	2	12	0.0011	0	0.5
3692	G92	G19	2	12	0.0018	0	0.5
3693	G93	G19	2	12	2e-04	0	0.5
3694	G94	G19	2	12	3e-04	0	0.5
3695	G95	G19	2	12	9e-04	0	0.5
3696	G96	G19	2	12	0.001	0	0.5
3697	G97	G19	2	12	0	0	0.5
3698	G98	G19	2	12	0	0	0.5
3699	G99	G19	2	12	0	0	0.5
3700	G100	G19	2	12	0	0	0.5
3701	G1	G19	13	21	0	0	0.5
3702	G2	G19	13	21	0	0	0.5
3703	G3	G19	13	21	0	0	0.5
3704	G4	G19	13	21	0	0	0.5
3705	G5	G19	13	21	0	0	0.5
3706	G6	G19	13	21	0	0	0.5
3707	G7	G19	13	21	0	0	0.5
3708	G8	G19	13	21	8e-04	0	0.5
3709	G9	G19	13	21	0	0	0.5
3710	G10	G19	13	21	0	0	0.5
3711	G11	G19	13	21	0	0	0.5
3712	G12	G19	13	21	3e-04	0	0.5
3713	G13	G19	13	21	0	0	0.5
3714	G14	G19	13	21	0	0	0.5
3715	G15	G19	13	21	1e-04	0	0.5
3716	G16	G19	13	21	1e-04	0	0.5
3717	G17	G19	13	21	0	0	0.5
3718	G18	G19	13	21	0	0	0.5
3719	G19	G19	13	21	0.0058	0	0.5
3720	G20	G19	13	21	0	0	0.5
3721	G21	G19	13	21	1e-04	0	0.5
3722	G22	G19	13	21	0	0	0.5
3723	G23	G19	13	21	5e-04	0	0.5
3724	G24	G19	13	21	0	0	0.5
3725	G25	G19	13	21	0	0	0.5
3726	G26	G19	13	21	0	0	0.5
3727	G27	G19	13	21	0	0	0.5
3728	G28	G19	13	21	3e-04	0	0.5
3729	G29	G19	13	21	0	0	0.5
3730	G30	G19	13	21	1e-04	0	0.5
3731	G31	G19	13	21	0.0026	0	0.5
3732	G32	G19	13	21	1e-04	0	0.5
3733	G33	G19	13	21	9e-04	0	0.5
3734	G34	G19	13	21	0.0014	0	0.5
3735	G35	G19	13	21	0	0	0.5
3736	G36	G19	13	21	0	0	0.5
3737	G37	G19	13	21	4e-04	0	0.5
3738	G38	G19	13	21	0	0	0.5
3739	G39	G19	13	21	0	0	0.5
3740	G40	G19	13	21	0.0019	0	0.5
3741	G41	G19	13	21	5e-04	0	0.5
3742	G42	G19	13	21	0	0	0.5
3743	G43	G19	13	21	1e-04	0	0.5
3744	G44	G19	13	21	0	0	0.5
3745	G45	G19	13	21	8e-04	0	0.5
3746	G46	G19	13	21	2e-04	0	0.5
3747	G47	G19	13	21	0	0	0.5
3748	G48	G19	13	21	1e-04	0	0.5
3749	G49	G19	13	21	0	0	0.5
3750	G50	G19	13	21	0	0	0.5
3751	G51	G19	13	21	0	0	0.5
3752	G52	G19	13	21	0	0	0.5
3753	G53	G19	13	21	0	0	0.5
3754	G54	G19	13	21	0	0	0.5
3755	G55	G19	13	21	1e-04	0	0.5
3756	G56	G19	13	21	0	0	0.5
3757	G57	G19	13	21	0	0	0.5
3758	G58	G19	13	21	3e-04	0	0.5
3759	G59	G19	13	21	0	0	0.5
3760	G60	G19	13	21	0	0	0.5
3761	G61	G19	13	21	0	0	0.5
3762	G62	G19	13	21	6e-04	0	0.5
3763	G63	G19	13	21	4e-04	0	0.5
3764	G64	G19	13	21	0.0013	0	0.5
3765	G65	G19	13	21	0	0	0.5
3766	G66	G19	13	21	0	0	0.5
3767	G67	G19	13	21	0	0	0.5
3768	G68	G19	13	21	0	0	0.5
3769	G69	G19	13	21	0	0	0.5
3770	G70	G19	13	21	0	0	0.5
3771	G71	G19	13	21	1e-04	0	0.5
3772	G72	G19	13	21	0	0	0.5
3773	G73	G19	13	21	0	0	0.5
3774	G74	G19	13	21	4e-04	0	0.5
3775	G75	G19	13	21	0	0	0.5
3776	G76	G19	13	21	0	0	0.5
3777	G77	G19	13	21	0	0	0.5
3778	G78	G19	13	21	9e-04	0	0.5
3779	G79	G19	13	21	0.0018	0	0.5
3780	G80	G19	13	21	0	0	0.5
3781	G81	G19	13	21	0.0039	0	0.5
3782	G82	G19	13	21	5e-04	0	0.5
3783	G83	G19	13	21	0	0	0.5
3784	G84	G19	13	21	1e-04	0	0.5
3785	G85	G19	13	21	3e-04	0	0.5
3786	G86	G19	13	21	0	0	0.5
3787	G87	G19	13	21	0	0	0.5
3788	G88	G19	13	21	0	0	0.5
3789	G89	G19	13	21	0	0	0.5
3790	G90	G19	13	21	0	0	0.5
3791	G91	G19	13	21	0.0013	0	0.5
3792	G92	G19	13	21	0	0	0.5
3793	G93	G19	13	21	3e-04	0	0.5
3794	G94	G19	13	21	0	0	0.5
3795	G95	G19	13	21	0	0	0.5
3796	G96	G19	13	21	0	0	0.5
3797	G97	G19	13	21	0	0	0.5
3798	G98	G19	13	21	0	0	0.5
3799	G99	G19	13	21	9e-04	0	0.5
3800	G100	G19	13	21	8e-04	0	0.5
3801	G1	G20	2	10	0	0	0.5
3802	G2	G20	2	10	0	0	0.5
3803	G3	G20	2	10	1e-04	0	0.5
3804	G4	G20	2	10	0	0	0.5
3805	G5	G20	2	10	4e-04	0	0.5
3806	G6	G20	2	10	0	0	0.5
3807	G7	G20	2	10	0	0	0.5
3808	G8	G20	2	10	0	0	0.5
3809	G9	G20	2	10	0	0	0.5
3810	G10	G20	2	10	0.0028	0	0.5
3811	G11	G20	2	10	0	0	0.5
3812	G12	G20	2	10	0	0	0.5
3813	G13	G20	2	10	0	0	0.5
3814	G14	G20	2	10	7e-04	0	0.5
3815	G15	G20	2	10	0	0	0.5
3816	G16	G20	2	10	0	0	0.5
3817	G17	G20	2	10	4e-04	0	0.5
3818	G18	G20	2	10	0	0	0.5
3819	G19	G20	2	10	0	0	0.5
3820	G20	G20	2	10	1	0.75868	0.5
3821	G21	G20	2	10	0	0	0.5
3822	G22	G20	2	10	0	0	0.5
3823	G23	G20	2	10	0	0	0.5
3824	G24	G20	2	10	5e-04	0	0.5
3825	G25	G20	2	10	1e-04	0	0.5
3826	G26	G20	2	10	0	0	0.5
3827	G27	G20	2	10	0	0	0.5
3828	G28	G20	2	10	0.0032	0	0.5
3829	G29	G20	2	10	0.0057	0	0.5
3830	G30	G20	2	10	8e-04	0	0.5
3831	G31	G20	2	10	0	0	0.5
3832	G32	G20	2	10	0.0268	0	0.5
3833	G33	G20	2	10	4e-04	0	0.5
3834	G34	G20	2	10	0	0	0.5
3835	G35	G20	2	10	0	0	0.5
3836	G36	G20	2	10	0	0	0.5
3837	G37	G20	2	10	0	0	0.5
3838	G38	G20	2	10	0	0	0.5
3839	G39	G20	2	10	1e-04	0	0.5
3840	G40	G20	2	10	0.008	0	0.5
3841	G41	G20	2	10	0	0	0.5
3842	G42	G20	2	10	0	0	0.5
3843	G43	G20	2	10	3e-04	0	0.5
3844	G44	G20	2	10	0	0	0.5
3845	G45	G20	2	10	0.0018	0	0.5
3846	G46	G20	2	10	0	0	0.5
3847	G47	G20	2	10	0	0	0.5
3848	G48	G20	2	10	0	0	0.5
3849	G49	G20	2	10	9e-04	0	0.5
3850	G50	G20	2	10	4e-04	0	0.5
3851	G51	G20	2	10	0	0	0.5
3852	G52	G20	2	10	0	0	0.5
3853	G53	G20	2	10	0	0	0.5
3854	G54	G20	2	10	0	0	0.5
3855	G55	G20	2	10	0	0	0.5
3856	G56	G20	2	10	0	0	0.5
3857	G57	G20	2	10	0	0	0.5
3858	G58	G20	2	10	3e-04	0	0.5
3859	G59	G20	2	10	0	0	0.5
3860	G60	G20	2	10	0	0	0.5
3861	G61	G20	2	10	4e-04	0	0.5
3862	G62	G20	2	10	0	0	0.5
3863	G63	G20	2	10	0	0	0.5
3864	G64	G20	2	10	0	0	0.5
3865	G65	G20	2	10	0	0	0.5
3866	G66	G20	2	10	7e-04	0	0.5
3867	G67	G20	2	10	0	0	0.5
3868	G68	G20	2	10	0	0	0.5
3869	G69	G20	2	10	0	0	0.5
3870	G70	G20	2	10	1e-04	0	0.5
3871	G71	G20	2	10	0	0	0.5
3872	G72	G20	2	10	0	0	0.5
3873	G73	G20	2	10	0	0	0.5
3874	G74	G20	2	10	2e-04	0	0.5
3875	G75	G20	2	10	0	0	0.5
3876	G76	G20	2	10	7e-04	0	0.5
3877	G77	G20	2	10	0	0	0.5
3878	G78	G20	2	10	0	0	0.5
3879	G79	G20	2	10	0	0	0.5
3880	G80	G20	2	10	4e-04	0	0.5
3881	G81	G20	2	10	0	0	0.5
3882	G82	G20	2	10	0.0011	0	0.5
3883	G83	G20	2	10	0.0108	0	0.5
3884	G84	G20	2	10	0.0012	0	0.5
3885	G85	G20	2	10	0	0	0.5
3886	G86	G20	2	10	0	0	0.5
3887	G87	G20	2	10	0	0	0.5
3888	G88	G20	2	10	2e-04	0	0.5
3889	G89	G20	2	10	0	0	0.5
3890	G90	G20	2	10	0	0	0.5
3891	G91	G20	2	10	9e-04	0	0.5
3892	G92	G20	2	10	0	0	0.5
3893	G93	G20	2	10	7e-04	0	0.5
3894	G94	G20	2	10	8e-04	0	0.5
3895	G95	G20	2	10	0	0	0.5
3896	G96	G20	2	10	1e-04	0	0.5
3897	G97	G20	2	10	0.0035	0	0.5
3898	G98	G20	2	10	0	0	0.5
3899	G99	G20	2	10	0.003	0	0.5
3900	G100	G20	2	10	0.0015	0	0.5
3901	G1	G20	11	21	0	0	0.5
3902	G2	G20	11	21	8e-04	0	0.5
3903	G3	G20	11	21	0	0	0.5
3904	G4	G20	11	21	0	0	0.5
3905	G5	G20	11	21	0	0	0.5
3906	G6	G20	11	21	1e-04	0	0.5
3907	G7	G20	11	21	0	0	0.5
3908	G8	G20	11	21	0	0	0.5
3909	G9	G20	11	21	0	0	0.5
3910	G10	G20	11	21	0	0	0.5
3911	G11	G20	11	21	0	0	0.5
3912	G12	G20	11	21	0	0	0.5
3913	G13	G20	11	21	0	0	0.5
3914	G14	G20	11	21	0	0	0.5
3915	G15	G20	11	21	0	0	0.5
3916	G16	G20	11	21	0	0	0.5
3917	G17	G20	11	21	0	0	0.5
3918	G18	G20	11	21	0	0	0.5
3919	G19	G20	11	21	0	0	0.5
3920	G20	G20	11	21	0.0011	0	0.5
3921	G21	G20	11	21	0	0	0.5
3922	G22	G20	11	21	0	0	0.5
3923	G23	G20	11	21	0	0	0.5
3924	G24	G20	11	21	0	0	0.5
3925	G25	G20	11	21	0	0	0.5
3926	G26	G20	11	21	0	0	0.5
3927	G27	G20	11	21	0	0	0.5
3928	G28	G20	11	21	0	0	0.5
3929	G29	G20	11	21	0	0	0.5
3930	G30	G20	11	21	0	0	0.5
3931	G31	G20	11	21	0.0023	0	0.5
3932	G32	G20	11	21	0	0	0.5
3933	G33	G20	11	21	0	0	0.5
3934	G34	G20	11	21	2e-04	0	0.5
3935	G35	G20	11	21	0	0	0.5
3936	G36	G20	11	21	0	0	0.5
3937	G37	G20	11	21	0	0	0.5
3938	G38	G20	11	21	0	0	0.5
3939	G39	G20	11	21	0	0	0.5
3940	G40	G20	11	21	1e-04	0	0.5
3941	G41	G20	11	21	0	0	0.5
3942	G42	G20	11	21	0	0	0.5
3943	G43	G20	11	21	0	0	0.5
3944	G44	G20	11	21	0	0	0.5
3945	G45	G20	11	21	6e-04	0	0.5
3946	G46	G20	11	21	5e-04	0	0.5
3947	G47	G20	11	21	5e-04	0	0.5
3948	G48	G20	11	21	0	0	0.5
3949	G49	G20	11	21	1e-04	0	0.5
3950	G50	G20	11	21	0	0	0.5
3951	G51	G20	11	21	0	0	0.5
3952	G52	G20	11	21	0	0	0.5
3953	G53	G20	11	21	0	0	0.5
3954	G54	G20	11	21	0	0	0.5
3955	G55	G20	11	21	0	0	0.5
3956	G56	G20	11	21	0	0	0.5
3957	G57	G20	11	21	0	0	0.5
3958	G58	G20	11	21	3e-04	0	0.5
3959	G59	G20	11	21	6e-04	0	0.5
3960	G60	G20	11	21	0	0	0.5
3961	G61	G20	11	21	0	0	0.5
3962	G62	G20	11	21	0	0	0.5
3963	G63	G20	11	21	0	0	0.5
3964	G64	G20	11	21	0	0	0.5
3965	G65	G20	11	21	0	0	0.5
3966	G66	G20	11	21	0	0	0.5
3967	G67	G20	11	21	3e-04	0	0.5
3968	G68	G20	11	21	0	0	0.5
3969	G69	G20	11	21	0	0	0.5
3970	G70	G20	11	21	0	0	0.5
3971	G71	G20	11	21	0	0	0.5
3972	G72	G20	11	21	0	0	0.5
3973	G73	G20	11	21	0	0	0.5
3974	G74	G20	11	21	2e-04	0	0.5
3975	G75	G20	11	21	0.0012	0	0.5
3976	G76	G20	11	21	7e-04	0	0.5
3977	G77	G20	11	21	0	0	0.5
3978	G78	G20	11	21	0	0	0.5
3979	G79	G20	11	21	0.0011	0	0.5
3980	G80	G20	11	21	0	0	0.5
3981	G81	G20	11	21	0	0	0.5
3982	G82	G20	11	21	0	0	0.5
3983	G83	G20	11	21	0	0	0.5
3984	G84	G20	11	21	0	0	0.5
3985	G85	G20	11	21	0.0015	0	0.5
3986	G86	G20	11	21	9e-04	0	0.5
3987	G87	G20	11	21	7e-04	0	0.5
3988	G88	G20	11	21	0	0	0.5
3989	G89	G20	11	21	0	0	0.5
3990	G90	G20	11	21	0	0	0.5
3991	G91	G20	11	21	0	0	0.5
3992	G92	G20	11	21	0	0	0.5
3993	G93	G20	11	21	0	0	0.5
3994	G94	G20	11	21	1e-04	0	0.5
3995	G95	G20	11	21	0	0	0.5
3996	G96	G20	11	21	7e-04	0	0.5
3997	G97	G20	11	21	0	0	0.5
3998	G98	G20	11	21	0	0	0.5
3999	G99	G20	11	21	0.0041	0	0.5
4000	G100	G20	11	21	0	0	0.5
4001	G1	G21	2	9	0	0	0.5
4002	G2	G21	2	9	0.0011	0	0.5
4003	G3	G21	2	9	0	0	0.5
4004	G4	G21	2	9	0	0	0.5
4005	G5	G21	2	9	0	0	0.5
4006	G6	G21	2	9	0	0	0.5
4007	G7	G21	2	9	2e-04	0	0.5
4008	G8	G21	2	9	0	0	0.5
4009	G9	G21	2	9	4e-04	0	0.5
4010	G10	G21	2	9	0	0	0.5
4011	G11	G21	2	9	0	0	0.5
4012	G12	G21	2	9	0	0	0.5
4013	G13	G21	2	9	0	0	0.5
4014	G14	G21	2	9	0.002	0	0.5
4015	G15	G21	2	9	1e-04	0	0.5
4016	G16	G21	2	9	0	0	0.5
4017	G17	G21	2	9	0	0	0.5
4018	G18	G21	2	9	0	0	0.5
4019	G19	G21	2	9	0	0	0.5
4020	G20	G21	2	9	3e-04	0	0.5
4021	G21	G21	2	9	1	0.73425	0.5
4022	G22	G21	2	9	0	0	0.5
4023	G23	G21	2	9	0.0029	0	0.5
4024	G24	G21	2	9	0	0	0.5
4025	G25	G21	2	9	0	0	0.5
4026	G26	G21	2	9	0	0	0.5
4027	G27	G21	2	9	0.0025	0	0.5
4028	G28	G21	2	9	0	0	0.5
4029	G29	G21	2	9	0	0	0.5
4030	G30	G21	2	9	4e-04	0	0.5
4031	G31	G21	2	9	0	0	0.5
4032	G32	G21	2	9	3e-04	0	0.5
4033	G33	G21	2	9	0	0	0.5
4034	G34	G21	2	9	0.0014	0	0.5
4035	G35	G21	2	9	0	0	0.5
4036	G36	G21	2	9	0	0	0.5
4037	G37	G21	2	9	0	0	0.5
4038	G38	G21	2	9	0	0	0.5
4039	G39	G21	2	9	0	0	0.5
4040	G40	G21	2	9	0	0	0.5
4041	G41	G21	2	9	0	0	0.5
4042	G42	G21	2	9	0	0	0.5
4043	G43	G21	2	9	0	0	0.5
4044	G44	G21	2	9	0	0	0.5
4045	G45	G21	2	9	0	0	0.5
4046	G46	G21	2	9	0.0014	0	0.5
4047	G47	G21	2	9	0.0011	0	0.5
4048	G48	G21	2	9	0	0	0.5
4049	G49	G21	2	9	0	0	0.5
4050	G50	G21	2	9	0.0021	0	0.5
4051	G51	G21	2	9	0	0	0.5
4052	G52	G21	2	9	0	0	0.5
4053	G53	G21	2	9	0	0	0.5
4054	G54	G21	2	9	0.0026	0	0.5
4055	G55	G21	2	9	1e-04	0	0.5
4056	G56	G21	2	9	0	0	0.5
4057	G57	G21	2	9	0	0	0.5
4058	G58	G21	2	9	0	0	0.5
4059	G59	G21	2	9	5e-04	0	0.5
4060	G60	G21	2	9	0	0	0.5
4061	G61	G21	2	9	0.0012	0	0.5
4062	G62	G21	2	9	0	0	0.5
4063	G63	G21	2	9	0	0	0.5
4064	G64	G21	2	9	0.0017	0	0.5
4065	G65	G21	2	9	0	0	0.5
4066	G66	G21	2	9	0	0	0.5
4067	G67	G21	2	9	0	0	0.5
4068	G68	G21	2	9	0.0014	0	0.5
4069	G69	G21	2	9	0	0	0.5
4070	G70	G21	2	9	1e-04	0	0.5
4071	G71	G21	2	9	0	0	0.5
4072	G72	G21	2	9	0	0	0.5
4073	G73	G21	2	9	0	0	0.5
4074	G74	G21	2	9	0	0	0.5
4075	G75	G21	2	9	0	0	0.5
4076	G76	G21	2	9	2e-04	0	0.5
4077	G77	G21	2	9	0.0012	0	0.5
4078	G78	G21	2	9	0	0	0.5
4079	G79	G21	2	9	0.0026	0	0.5
4080	G80	G21	2	9	0	0	0.5
4081	G81	G21	2	9	0.0017	0	0.5
4082	G82	G21	2	9	0	0	0.5
4083	G83	G21	2	9	0	0	0.5
4084	G84	G21	2	9	0	0	0.5
4085	G85	G21	2	9	0	0	0.5
4086	G86	G21	2	9	0.0033	0	0.5
4087	G87	G21	2	9	0	0	0.5
4088	G88	G21	2	9	0	0	0.5
4089	G89	G21	2	9	0	0	0.5
4090	G90	G21	2	9	0	0	0.5
4091	G91	G21	2	9	0	0	0.5
4092	G92	G21	2	9	0.0017	0	0.5
4093	G93	G21	2	9	0	0	0.5
4094	G94	G21	2	9	0	0	0.5
4095	G95	G21	2	9	0.0011	0	0.5
4096	G96	G21	2	9	0	0	0.5
4097	G97	G21	2	9	0	0	0.5
4098	G98	G21	2	9	0	0	0.5
4099	G99	G21	2	9	0.002	0	0.5
4100	G100	G21	2	9	0	0	0.5
4101	G1	G21	10	21	0	0	0.5
4102	G2	G21	10	21	0	0	0.5
4103	G3	G21	10	21	0	0	0.5
4104	G4	G21	10	21	0	0	0.5
4105	G5	G21	10	21	0	0	0.5
4106	G6	G21	10	21	0	0	0.5
4107	G7	G21	10	21	0	0	0.5
4108	G8	G21	10	21	0.0546	0	0.5
4109	G9	G21	10	21	0	0	0.5
4110	G10	G21	10	21	0	0	0.5
4111	G11	G21	10	21	0	0	0.5
4112	G12	G21	10	21	0	0	0.5
4113	G13	G21	10	21	0.0028	0	0.5
4114	G14	G21	10	21	0	0	0.5
4115	G15	G21	10	21	0	0	0.5
4116	G16	G21	10	21	0	0	0.5
4117	G17	G21	10	21	0	0	0.5
4118	G18	G21	10	21	2e-04	0	0.5
4119	G19	G21	10	21	0	0	0.5
4120	G20	G21	10	21	0	0	0.5
4121	G21	G21	10	21	0.0032	0	0.5
4122	G22	G21	10	21	0.0041	0	0.5
4123	G23	G21	10	21	0	0	0.5
4124	G24	G21	10	21	0	0	0.5
4125	G25	G21	10	21	0.002	0	0.5
4126	G26	G21	10	21	0	0	0.5
4127	G27	G21	10	21	0	0	0.5
4128	G28	G21	10	21	0	0	0.5
4129	G29	G21	10	21	0	0	0.5
4130	G30	G21	10	21	0	0	0.5
4131	G31	G21	10	21	0	0	0.5
4132	G32	G21	10	21	0	0	0.5
4133	G33	G21	10	21	0	0	0.5
4134	G34	G21	10	21	0	0	0.5
4135	G35	G21	10	21	0	0	0.5
4136	G36	G21	10	21	0	0	0.5
4137	G37	G21	10	21	0	0	0.5
4138	G38	G21	10	21	0	0	0.5
4139	G39	G21	10	21	1e-04	0	0.5
4140	G40	G21	10	21	0	0	0.5
4141	G41	G21	10	21	0	0	0.5
4142	G42	G21	10	21	0	0	0.5
4143	G43	G21	10	21	0	0	0.5
4144	G44	G21	10	21	0	0	0.5
4145	G45	G21	10	21	1e-04	0	0.5
4146	G46	G21	10	21	0	0	0.5
4147	G47	G21	10	21	0	0	0.5
4148	G48	G21	10	21	0	0	0.5
4149	G49	G21	10	21	0	0	0.5
4150	G50	G21	10	21	0	0	0.5
4151	G51	G21	10	21	0.0526	0	0.5
4152	G52	G21	10	21	0	0	0.5
4153	G53	G21	10	21	0	0	0.5
4154	G54	G21	10	21	0	0	0.5
4155	G55	G21	10	21	0	0	0.5
4156	G56	G21	10	21	0	0	0.5
4157	G57	G21	10	21	0	0	0.5
4158	G58	G21	10	21	0	0	0.5
4159	G59	G21	10	21	0	0	0.5
4160	G60	G21	10	21	0	0	0.5
4161	G61	G21	10	21	0.0018	0	0.5
4162	G62	G21	10	21	0	0	0.5
4163	G63	G21	10	21	4e-04	0	0.5
4164	G64	G21	10	21	2e-04	0	0.5
4165	G65	G21	10	21	0	0	0.5
4166	G66	G21	10	21	0	0	0.5
4167	G67	G21	10	21	0	0	0.5
4168	G68	G21	10	21	0	0	0.5
4169	G69	G21	10	21	0	0	0.5
4170	G70	G21	10	21	0	0	0.5
4171	G71	G21	10	21	0	0	0.5
4172	G72	G21	10	21	0	0	0.5
