Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
626	G26	G9	2	6	8e-04	0	0.5
627	G27	G9	2	6	0.0013	0	0.5
628	G28	G9	2	6	8e-04	0	0.5
629	G29	G9	2	6	7e-04	0	0.5
630	G30	G9	2	6	1e-04	0	0.5
631	G31	G9	2	6	0.0018	0	0.5
632	G32	G9	2	6	0	0	0.5
633	G33	G9	2	6	0.0015	0	0.5
634	G34	G9	2	6	8e-04	0	0.5
635	G35	G9	2	6	0	0	0.5
636	G36	G9	2	6	2e-04	0	0.5
637	G37	G9	2	6	0	0	0.5
638	G38	G9	2	6	2e-04	0	0.5
639	G39	G9	2	6	0	0	0.5
640	G40	G9	2	6	0	0	0.5
641	G41	G9	2	6	0.0014	0	0.5
642	G42	G9	2	6	0.001	0	0.5
643	G43	G9	2	6	0.0014	0	0.5
644	G44	G9	2	6	0.0025	0	0.5
645	G45	G9	2	6	0.0018	0	0.5
646	G46	G9	2	6	0	0	0.5
647	G47	G9	2	6	7e-04	0	0.5
648	G48	G9	2	6	4e-04	0	0.5
649	G49	G9	2	6	8e-04	0	0.5
650	G50	G9	2	6	0.0015	0	0.5
651	G1	G9	7	21	0	0	0.5
652	G2	G9	7	21	1e-04	0	0.5
653	G3	G9	7	21	2e-04	0	0.5
654	G4	G9	7	21	5e-04	0	0.5
655	G5	G9	7	21	0	0	0.5
656	G6	G9	7	21	0.0011	0	0.5
657	G7	G9	7	21	0.0103	0	0.5
658	G8	G9	7	21	0	0	0.5
659	G9	G9	7	21	0	0	0.5
660	G10	G9	7	21	0.003	0	0.5
661	G11	G9	7	21	0	0	0.5
662	G12	G9	7	21	0.0079	0	0.5
663	G13	G9	7	21	0	0	0.5
664	G14	G9	7	21	2e-04	0	0.5
665	G15	G9	7	21	0	0	0.5
666	G16	G9	7	21	0.0023	0	0.5
667	G17	G9	7	21	0.1739	0	0.5
668	G18	G9	7	21	0	0	0.5
669	G19	G9	7	21	0	0	0.5
670	G20	G9	7	21	3e-04	0	0.5
671	G21	G9	7	21	0.0011	0	0.5
672	G22	G9	7	21	2e-04	0	0.5
673	G23	G9	7	21	0.0018	0	0.5
674	G24	G9	7	21	0	0	0.5
675	G25	G9	7	21	0.001	0	0.5
676	G26	G9	7	21	0.0014	0	0.5
677	G27	G9	7	21	0	0	0.5
678	G28	G9	7	21	0	0	0.5
679	G29	G9	7	21	4e-04	0	0.5
680	G30	G9	7	21	0	0	0.5
681	G31	G9	7	21	0.003	0	0.5
682	G32	G9	7	21	0	0	0.5
683	G33	G9	7	21	9e-04	0	0.5
684	G34	G9	7	21	0	0	0.5
685	G35	G9	7	21	1e-04	0	0.5
686	G36	G9	7	21	4e-04	0	0.5
687	G37	G9	7	21	0	0	0.5
688	G38	G9	7	21	6e-04	0	0.5
689	G39	G9	7	21	0	0	0.5
690	G40	G9	7	21	0	0	0.5
691	G41	G9	7	21	0.0024	0	0.5
692	G42	G9	7	21	0.0018	0	0.5
693	G43	G9	7	21	0.0019	0	0.5
694	G44	G9	7	21	0	0	0.5
695	G45	G9	7	21	0	0	0.5
696	G46	G9	7	21	0	0	0.5
697	G47	G9	7	21	0	0	0.5
698	G48	G9	7	21	0.0017	0	0.5
699	G49	G9	7	21	3e-04	0	0.5
700	G50	G9	7	21	0	0	0.5
701	G1	G10	2	7	0	0	0.5
702	G2	G10	2	7	0	0	0.5
703	G3	G10	2	7	0	0	0.5
704	G4	G10	2	7	0.0014	0	0.5
705	G5	G10	2	7	0	0	0.5
706	G6	G10	2	7	0.0034	0	0.5
707	G7	G10	2	7	3e-04	0	0.5
708	G8	G10	2	7	0	0	0.5
709	G9	G10	2	7	0	0	0.5
710	G10	G10	2	7	1	0.67546	0.5
711	G11	G10	2	7	0.0041	0	0.5
712	G12	G10	2	7	0	0	0.5
713	G13	G10	2	7	0	0	0.5
714	G14	G10	2	7	0	0	0.5
715	G15	G10	2	7	1e-04	0	0.5
716	G16	G10	2	7	0	0	0.5
717	G17	G10	2	7	0.002	0	0.5
718	G18	G10	2	7	0	0	0.5
719	G19	G10	2	7	4e-04	0	0.5
720	G20	G10	2	7	0	0	0.5
721	G21	G10	2	7	0	0	0.5
722	G22	G10	2	7	0.0246	0	0.5
723	G23	G10	2	7	0	0	0.5
724	G24	G10	2	7	4e-04	0	0.5
725	G25	G10	2	7	0	0	0.5
726	G26	G10	2	7	6e-04	0	0.5
727	G27	G10	2	7	0	0	0.5
728	G28	G10	2	7	0.0016	0	0.5
729	G29	G10	2	7	0.0027	0	0.5
730	G30	G10	2	7	0	0	0.5
731	G31	G10	2	7	0	0	0.5
732	G32	G10	2	7	0	0	0.5
733	G33	G10	2	7	0	0	0.5
734	G34	G10	2	7	0	0	0.5
735	G35	G10	2	7	0	0	0.5
736	G36	G10	2	7	0	0	0.5
737	G37	G10	2	7	0	0	0.5
738	G38	G10	2	7	0.0022	0	0.5
739	G39	G10	2	7	0	0	0.5
740	G40	G10	2	7	0	0	0.5
741	G41	G10	2	7	4e-04	0	0.5
742	G42	G10	2	7	0	0	0.5
743	G43	G10	2	7	0	0	0.5
744	G44	G10	2	7	0	0	0.5
745	G45	G10	2	7	0.0015	0	0.5
746	G46	G10	2	7	1e-04	0	0.5
747	G47	G10	2	7	0.0011	0	0.5
748	G48	G10	2	7	8e-04	0	0.5
749	G49	G10	2	7	0	0	0.5
750	G50	G10	2	7	1e-04	0	0.5
751	G1	G10	8	21	0	0	0.5
752	G2	G10	8	21	0	0	0.5
753	G3	G10	8	21	9e-04	0	0.5
754	G4	G10	8	21	0.0012	0	0.5
755	G5	G10	8	21	0	0	0.5
756	G6	G10	8	21	0	0	0.5
757	G7	G10	8	21	0.003	0	0.5
758	G8	G10	8	21	0	0	0.5
759	G9	G10	8	21	0	0	0.5
760	G10	G10	8	21	7e-04	0	0.5
761	G11	G10	8	21	0	0	0.5
762	G12	G10	8	21	0	0	0.5
763	G13	G10	8	21	0	0	0.5
764	G14	G10	8	21	0.0022	0	0.5
765	G15	G10	8	21	0	0	0.5
766	G16	G10	8	21	3e-04	0	0.5
767	G17	G10	8	21	0.0039	0	0.5
768	G18	G10	8	21	0	0	0.5
769	G19	G10	8	21	0.002	0	0.5
770	G20	G10	8	21	0	0	0.5
771	G21	G10	8	21	0	0	0.5
772	G22	G10	8	21	0	0	0.5
773	G23	G10	8	21	2e-04	0	0.5
774	G24	G10	8	21	0	0	0.5
775	G25	G10	8	21	0	0	0.5
776	G26	G10	8	21	0	0	0.5
777	G27	G10	8	21	0	0	0.5
778	G28	G10	8	21	0	0	0.5
779	G29	G10	8	21	0	0	0.5
780	G30	G10	8	21	0	0	0.5
781	G31	G10	8	21	1e-04	0	0.5
782	G32	G10	8	21	0	0	0.5
783	G33	G10	8	21	0	0	0.5
784	G34	G10	8	21	0	0	0.5
785	G35	G10	8	21	0.0023	0	0.5
786	G36	G10	8	21	0	0	0.5
787	G37	G10	8	21	0	0	0.5
788	G38	G10	8	21	0	0	0.5
789	G39	G10	8	21	0	0	0.5
790	G40	G10	8	21	0	0	0.5
791	G41	G10	8	21	4e-04	0	0.5
792	G42	G10	8	21	0	0	0.5
793	G43	G10	8	21	2e-04	0	0.5
794	G44	G10	8	21	0	0	0.5
795	G45	G10	8	21	0	0	0.5
796	G46	G10	8	21	7e-04	0	0.5
797	G47	G10	8	21	0	0	0.5
798	G48	G10	8	21	0	0	0.5
799	G49	G10	8	21	3e-04	0	0.5
800	G50	G10	8	21	4e-04	0	0.5
801	G1	G11	2	12	0.0012	0	0.5
802	G2	G11	2	12	3e-04	0	0.5
803	G3	G11	2	12	0	0	0.5
804	G4	G11	2	12	6e-04	0	0.5
805	G5	G11	2	12	0	0	0.5
806	G6	G11	2	12	1e-04	0	0.5
807	G7	G11	2	12	1e-04	0	0.5
808	G8	G11	2	12	8e-04	0	0.5
809	G9	G11	2	12	0.0036	0	0.5
810	G10	G11	2	12	0	0	0.5
811	G11	G11	2	12	1	0.7468	0.5
812	G12	G11	2	12	5e-04	0	0.5
813	G13	G11	2	12	0.0017	0	0.5
814	G14	G11	2	12	4e-04	0	0.5
815	G15	G11	2	12	0.0018	0	0.5
816	G16	G11	2	12	0	0	0.5
817	G17	G11	2	12	0	0	0.5
818	G18	G11	2	12	0.002	0	0.5
819	G19	G11	2	12	0	0	0.5
820	G20	G11	2	12	0.0031	0	0.5
821	G21	G11	2	12	0.0017	0	0.5
822	G22	G11	2	12	0	0	0.5
823	G23	G11	2	12	0	0	0.5
824	G24	G11	2	12	0	0	0.5
825	G25	G11	2	12	0.0011	0	0.5
826	G26	G11	2	12	0.0015	0	0.5
827	G27	G11	2	12	0.0017	0	0.5
828	G28	G11	2	12	0	0	0.5
829	G29	G11	2	12	0	0	0.5
830	G30	G11	2	12	0.0042	0	0.5
831	G31	G11	2	12	0	0	0.5
832	G32	G11	2	12	0.0075	0	0.5
833	G33	G11	2	12	0.0076	0	0.5
834	G34	G11	2	12	5e-04	0	0.5
835	G35	G11	2	12	5e-04	0	0.5
836	G36	G11	2	12	0.0023	0	0.5
837	G37	G11	2	12	0.0025	0	0.5
838	G38	G11	2	12	9e-04	0	0.5
839	G39	G11	2	12	0	0	0.5
840	G40	G11	2	12	0	0	0.5
841	G41	G11	2	12	0.0036	0	0.5
842	G42	G11	2	12	4e-04	0	0.5
843	G43	G11	2	12	0	0	0.5
844	G44	G11	2	12	0.0024	0	0.5
845	G45	G11	2	12	2e-04	0	0.5
846	G46	G11	2	12	0	0	0.5
847	G47	G11	2	12	0.0013	0	0.5
848	G48	G11	2	12	0.0017	0	0.5
849	G49	G11	2	12	5e-04	0	0.5
850	G50	G11	2	12	6e-04	0	0.5
851	G1	G11	13	21	4e-04	0	0.5
852	G2	G11	13	21	0	0	0.5
853	G3	G11	13	21	0	0	0.5
854	G4	G11	13	21	0	0	0.5
855	G5	G11	13	21	4e-04	0	0.5
856	G6	G11	13	21	1e-04	0	0.5
857	G7	G11	13	21	8e-04	0	0.5
858	G8	G11	13	21	2e-04	0	0.5
859	G9	G11	13	21	0	0	0.5
860	G10	G11	13	21	0	0	0.5
861	G11	G11	13	21	0	0	0.5
862	G12	G11	13	21	1e-04	0	0.5
863	G13	G11	13	21	0	0	0.5
864	G14	G11	13	21	5e-04	0	0.5
865	G15	G11	13	21	3e-04	0	0.5
866	G16	G11	13	21	0	0	0.5
867	G17	G11	13	21	4e-04	0	0.5
868	G18	G11	13	21	0	0	0.5
869	G19	G11	13	21	1e-04	0	0.5
870	G20	G11	13	21	2e-04	0	0.5
871	G21	G11	13	21	0	0	0.5
872	G22	G11	13	21	0	0	0.5
873	G23	G11	13	21	0	0	0.5
874	G24	G11	13	21	0	0	0.5
875	G25	G11	13	21	0	0	0.5
876	G26	G11	13	21	0.0015	0	0.5
877	G27	G11	13	21	5e-04	0	0.5
878	G28	G11	13	21	0	0	0.5
879	G29	G11	13	21	0	0	0.5
880	G30	G11	13	21	0	0	0.5
881	G31	G11	13	21	7e-04	0	0.5
882	G32	G11	13	21	3e-04	0	0.5
883	G33	G11	13	21	0	0	0.5
884	G34	G11	13	21	3e-04	0	0.5
885	G35	G11	13	21	0	0	0.5
886	G36	G11	13	21	0	0	0.5
887	G37	G11	13	21	0	0	0.5
888	G38	G11	13	21	9e-04	0	0.5
889	G39	G11	13	21	0	0	0.5
890	G40	G11	13	21	0	0	0.5
891	G41	G11	13	21	0	0	0.5
892	G42	G11	13	21	0	0	0.5
893	G43	G11	13	21	0	0	0.5
894	G44	G11	13	21	1e-04	0	0.5
895	G45	G11	13	21	4e-04	0	0.5
896	G46	G11	13	21	0	0	0.5
897	G47	G11	13	21	3e-04	0	0.5
898	G48	G11	13	21	0	0	0.5
899	G49	G11	13	21	0	0	0.5
900	G50	G11	13	21	0	0	0.5
901	G1	G12	2	3	0.0026	0	0.5
902	G2	G12	2	3	2e-04	0	0.5
903	G3	G12	2	3	0.0026	0	0.5
904	G4	G12	2	3	0.031	0	0.5
905	G5	G12	2	3	0.0016	0	0.5
906	G6	G12	2	3	0.0043	0	0.5
907	G7	G12	2	3	0.013	0	0.5
908	G8	G12	2	3	0.0017	0	0.5
909	G9	G12	2	3	0.0029	0	0.5
910	G10	G12	2	3	4e-04	0	0.5
911	G11	G12	2	3	0.0098	0	0.5
912	G12	G12	2	3	1	0.68792	0.5
913	G13	G12	2	3	0.0027	0	0.5
914	G14	G12	2	3	0.002	0	0.5
915	G15	G12	2	3	0.0013	0	0.5
916	G16	G12	2	3	0.0012	0	0.5
917	G17	G12	2	3	0.0106	0	0.5
918	G18	G12	2	3	0.0016	0	0.5
919	G19	G12	2	3	7e-04	0	0.5
920	G20	G12	2	3	0.0027	0	0.5
921	G21	G12	2	3	1e-04	0	0.5
922	G22	G12	2	3	0.0065	0	0.5
923	G23	G12	2	3	0.001	0	0.5
924	G24	G12	2	3	0.0025	0	0.5
925	G25	G12	2	3	0.0013	0	0.5
926	G26	G12	2	3	0.0028	0	0.5
927	G27	G12	2	3	0.0057	0	0.5
928	G28	G12	2	3	0.0075	0	0.5
929	G29	G12	2	3	0.0019	0	0.5
930	G30	G12	2	3	0.0025	0	0.5
931	G31	G12	2	3	0.0018	0	0.5
932	G32	G12	2	3	8e-04	0	0.5
933	G33	G12	2	3	0.0011	0	0.5
934	G34	G12	2	3	0.002	0	0.5
935	G35	G12	2	3	0	0	0.5
936	G36	G12	2	3	0.0016	0	0.5
937	G37	G12	2	3	0.0019	0	0.5
938	G38	G12	2	3	0.0025	0	0.5
939	G39	G12	2	3	0.0109	0	0.5
940	G40	G12	2	3	0.0063	0	0.5
941	G41	G12	2	3	4e-04	0	0.5
942	G42	G12	2	3	9e-04	0	0.5
943	G43	G12	2	3	0.005	0	0.5
944	G44	G12	2	3	0.0042	0	0.5
945	G45	G12	2	3	0.0054	0	0.5
946	G46	G12	2	3	9e-04	0	0.5
947	G47	G12	2	3	4e-04	0	0.5
948	G48	G12	2	3	0.0015	0	0.5
949	G49	G12	2	3	0.0032	0	0.5
950	G50	G12	2	3	0.0086	0	0.5
951	G1	G12	4	21	6e-04	0	0.5
952	G2	G12	4	21	0.0021	0	0.5
953	G3	G12	4	21	6e-04	0	0.5
954	G4	G12	4	21	0.0145	0	0.5
955	G5	G12	4	21	7e-04	0	0.5
956	G6	G12	4	21	0.0174	0	0.5
957	G7	G12	4	21	1	-0.17901	0.5
958	G8	G12	4	21	4e-04	0	0.5
959	G9	G12	4	21	0.1691	0	0.5
960	G10	G12	4	21	0.1736	0	0.5
961	G11	G12	4	21	0	0	0.5
962	G12	G12	4	21	0.0061	0	0.5
963	G13	G12	4	21	1e-04	0	0.5
964	G14	G12	4	21	0.2766	0	0.5
965	G15	G12	4	21	0.0013	0	0.5
966	G16	G12	4	21	0.0075	0	0.5
967	G17	G12	4	21	1	0.16642	0.5
968	G18	G12	4	21	0.0047	0	0.5
969	G19	G12	4	21	0.0017	0	0.5
970	G20	G12	4	21	0.0048	0	0.5
971	G21	G12	4	21	0.0106	0	0.5
972	G22	G12	4	21	0.0127	0	0.5
973	G23	G12	4	21	0	0	0.5
974	G24	G12	4	21	0	0	0.5
975	G25	G12	4	21	0.0158	0	0.5
976	G26	G12	4	21	0.0025	0	0.5
977	G27	G12	4	21	0.0012	0	0.5
978	G28	G12	4	21	0	0	0.5
979	G29	G12	4	21	0.0021	0	0.5
980	G30	G12	4	21	0.005	0	0.5
981	G31	G12	4	21	0.0082	0	0.5
982	G32	G12	4	21	0.1053	0	0.5
983	G33	G12	4	21	9e-04	0	0.5
984	G34	G12	4	21	0	0	0.5
985	G35	G12	4	21	0	0	0.5
986	G36	G12	4	21	0.006	0	0.5
987	G37	G12	4	21	0.0098	0	0.5
988	G38	G12	4	21	0	0	0.5
989	G39	G12	4	21	0.0202	0	0.5
990	G40	G12	4	21	0.002	0	0.5
991	G41	G12	4	21	0.0014	0	0.5
992	G42	G12	4	21	0.2175	0	0.5
993	G43	G12	4	21	8e-04	0	0.5
994	G44	G12	4	21	0.0014	0	0.5
995	G45	G12	4	21	0.0042	0	0.5
996	G46	G12	4	21	0.0114	0	0.5
997	G47	G12	4	21	0	0	0.5
998	G48	G12	4	21	0.0035	0	0.5
999	G49	G12	4	21	0.0065	0	0.5
1000	G50	G12	4	21	0.0206	0	0.5
1001	G1	G13	2	21	0.0014	0	0.5
1002	G2	G13	2	21	3e-04	0	0.5
1003	G3	G13	2	21	0.0026	0	0.5
1004	G4	G13	2	21	9e-04	0	0.5
1005	G5	G13	2	21	1e-04	0	0.5
1006	G6	G13	2	21	6e-04	0	0.5
1007	G7	G13	2	21	4e-04	0	0.5
1008	G8	G13	2	21	6e-04	0	0.5
1009	G9	G13	2	21	2e-04	0	0.5
1010	G10	G13	2	21	0	0	0.5
1011	G11	G13	2	21	0.0054	0	0.5
1012	G12	G13	2	21	0.0032	0	0.5
1013	G13	G13	2	21	1	0.70127	0.5
1014	G14	G13	2	21	2e-04	0	0.5
1015	G15	G13	2	21	0.0035	0	0.5
1016	G16	G13	2	21	0.001	0	0.5
1017	G17	G13	2	21	8e-04	0	0.5
1018	G18	G13	2	21	0.0014	0	0.5
1019	G19	G13	2	21	0	0	0.5
1020	G20	G13	2	21	0.0136	0	0.5
1021	G21	G13	2	21	2e-04	0	0.5
1022	G22	G13	2	21	0.0104	0	0.5
1023	G23	G13	2	21	0.0012	0	0.5
1024	G24	G13	2	21	1e-04	0	0.5
1025	G25	G13	2	21	0	0	0.5
1026	G26	G13	2	21	0.0013	0	0.5
1027	G27	G13	2	21	1e-04	0	0.5
1028	G28	G13	2	21	2e-04	0	0.5
1029	G29	G13	2	21	1e-04	0	0.5
1030	G30	G13	2	21	0.0017	0	0.5
1031	G31	G13	2	21	6e-04	0	0.5
1032	G32	G13	2	21	0.0027	0	0.5
1033	G33	G13	2	21	0.0018	0	0.5
1034	G34	G13	2	21	1e-04	0	0.5
1035	G35	G13	2	21	1e-04	0	0.5
1036	G36	G13	2	21	2e-04	0	0.5
1037	G37	G13	2	21	0.0053	0	0.5
1038	G38	G13	2	21	1e-04	0	0.5
1039	G39	G13	2	21	0	0	0.5
1040	G40	G13	2	21	0	0	0.5
1041	G41	G13	2	21	0.0021	0	0.5
1042	G42	G13	2	21	0.0037	0	0.5
1043	G43	G13	2	21	2e-04	0	0.5
1044	G44	G13	2	21	0	0	0.5
1045	G45	G13	2	21	7e-04	0	0.5
1046	G46	G13	2	21	0.0136	0	0.5
1047	G47	G13	2	21	0.0025	0	0.5
1048	G48	G13	2	21	0	0	0.5
1049	G49	G13	2	21	5e-04	0	0.5
1050	G50	G13	2	21	2e-04	0	0.5
1051	G1	G14	2	21	0	0	0.5
1052	G2	G14	2	21	7e-04	0	0.5
1053	G3	G14	2	21	0.0018	0	0.5
1054	G4	G14	2	21	0.0053	0	0.5
1055	G5	G14	2	21	3e-04	0	0.5
1056	G6	G14	2	21	2e-04	0	0.5
1057	G7	G14	2	21	0.0081	0	0.5
1058	G8	G14	2	21	0.0045	0	0.5
1059	G9	G14	2	21	2e-04	0	0.5
1060	G10	G14	2	21	2e-04	0	0.5
1061	G11	G14	2	21	2e-04	0	0.5
1062	G12	G14	2	21	1	-0.20454	0.5
1063	G13	G14	2	21	0.0012	0	0.5
1064	G14	G14	2	21	1	0.57333	0.5
1065	G15	G14	2	21	7e-04	0	0.5
1066	G16	G14	2	21	0.0017	0	0.5
1067	G17	G14	2	21	0.0029	0	0.5
1068	G18	G14	2	21	2e-04	0	0.5
1069	G19	G14	2	21	0.0011	0	0.5
1070	G20	G14	2	21	0.0018	0	0.5
1071	G21	G14	2	21	0.0139	0	0.5
1072	G22	G14	2	21	6e-04	0	0.5
1073	G23	G14	2	21	0.0107	0	0.5
1074	G24	G14	2	21	2e-04	0	0.5
1075	G25	G14	2	21	4e-04	0	0.5
1076	G26	G14	2	21	6e-04	0	0.5
1077	G27	G14	2	21	0.0013	0	0.5
1078	G28	G14	2	21	3e-04	0	0.5
1079	G29	G14	2	21	0.0045	0	0.5
1080	G30	G14	2	21	5e-04	0	0.5
1081	G31	G14	2	21	9e-04	0	0.5
1082	G32	G14	2	21	6e-04	0	0.5
1083	G33	G14	2	21	5e-04	0	0.5
1084	G34	G14	2	21	9e-04	0	0.5
1085	G35	G14	2	21	2e-04	0	0.5
1086	G36	G14	2	21	0.0025	0	0.5
1087	G37	G14	2	21	1e-04	0	0.5
1088	G38	G14	2	21	9e-04	0	0.5
1089	G39	G14	2	21	2e-04	0	0.5
1090	G40	G14	2	21	0.01	0	0.5
1091	G41	G14	2	21	0.0014	0	0.5
1092	G42	G14	2	21	8e-04	0	0.5
1093	G43	G14	2	21	0.0018	0	0.5
1094	G44	G14	2	21	0.001	0	0.5
1095	G45	G14	2	21	3e-04	0	0.5
1096	G46	G14	2	21	4e-04	0	0.5
1097	G47	G14	2	21	4e-04	0	0.5
1098	G48	G14	2	21	0.0019	0	0.5
1099	G49	G14	2	21	0.0014	0	0.5
1100	G50	G14	2	21	7e-04	0	0.5
1101	G1	G15	2	5	2e-04	0	0.5
1102	G2	G15	2	5	0.0035	0	0.5
1103	G3	G15	2	5	0.0056	0	0.5
1104	G4	G15	2	5	0.0036	0	0.5
1105	G5	G15	2	5	0.0033	0	0.5
1106	G6	G15	2	5	0.0026	0	0.5
1107	G7	G15	2	5	0.0023	0	0.5
1108	G8	G15	2	5	0.0022	0	0.5
1109	G9	G15	2	5	0.0048	0	0.5
1110	G10	G15	2	5	0.0028	0	0.5
1111	G11	G15	2	5	0.009	0	0.5
1112	G12	G15	2	5	0.0108	0	0.5
1113	G13	G15	2	5	0.0013	0	0.5
1114	G14	G15	2	5	0.0024	0	0.5
1115	G15	G15	2	5	1	0.63719	0.5
1116	G16	G15	2	5	0.005	0	0.5
1117	G17	G15	2	5	0.0058	0	0.5
1118	G18	G15	2	5	0.0038	0	0.5
1119	G19	G15	2	5	2e-04	0	0.5
1120	G20	G15	2	5	0.005	0	0.5
1121	G21	G15	2	5	0.0038	0	0.5
1122	G22	G15	2	5	0.0044	0	0.5
1123	G23	G15	2	5	0.0012	0	0.5
1124	G24	G15	2	5	6e-04	0	0.5
1125	G25	G15	2	5	0.002	0	0.5
1126	G26	G15	2	5	0.0017	0	0.5
1127	G27	G15	2	5	0.0036	0	0.5
1128	G28	G15	2	5	4e-04	0	0.5
1129	G29	G15	2	5	0.0047	0	0.5
1130	G30	G15	2	5	0	0	0.5
1131	G31	G15	2	5	2e-04	0	0.5
1132	G32	G15	2	5	0.0017	0	0.5
1133	G33	G15	2	5	0.0076	0	0.5
1134	G34	G15	2	5	0	0	0.5
1135	G35	G15	2	5	0.0121	0	0.5
1136	G36	G15	2	5	0.0106	0	0.5
1137	G37	G15	2	5	0.0015	0	0.5
1138	G38	G15	2	5	0.0037	0	0.5
1139	G39	G15	2	5	0	0	0.5
1140	G40	G15	2	5	0.003	0	0.5
1141	G41	G15	2	5	4e-04	0	0.5
1142	G42	G15	2	5	0	0	0.5
1143	G43	G15	2	5	0.0074	0	0.5
1144	G44	G15	2	5	0.0025	0	0.5
1145	G45	G15	2	5	0.0017	0	0.5
1146	G46	G15	2	5	0.0021	0	0.5
1147	G47	G15	2	5	0.0047	0	0.5
1148	G48	G15	2	5	0.0026	0	0.5
1149	G49	G15	2	5	0.0014	0	0.5
1150	G50	G15	2	5	0.0017	0	0.5
1151	G1	G15	6	21	3e-04	0	0.5
1152	G2	G15	6	21	0.0026	0	0.5
1153	G3	G15	6	21	0.0114	0	0.5
1154	G4	G15	6	21	0.043	0	0.5
1155	G5	G15	6	21	0.0105	0	0.5
1156	G6	G15	6	21	0.004	0	0.5
1157	G7	G15	6	21	0.0381	0	0.5
1158	G8	G15	6	21	0.0033	0	0.5
1159	G9	G15	6	21	0	0	0.5
1160	G10	G15	6	21	0.0191	0	0.5
1161	G11	G15	6	21	0.0129	0	0.5
1162	G12	G15	6	21	0.0043	0	0.5
1163	G13	G15	6	21	0.005	0	0.5
1164	G14	G15	6	21	0.0101	0	0.5
1165	G15	G15	6	21	0.0083	0	0.5
1166	G16	G15	6	21	0.0179	0	0.5
1167	G17	G15	6	21	0.023	0	0.5
1168	G18	G15	6	21	0.0095	0	0.5
1169	G19	G15	6	21	0.0096	0	0.5
1170	G20	G15	6	21	0.0114	0	0.5
1171	G21	G15	6	21	0.0052	0	0.5
1172	G22	G15	6	21	0.0106	0	0.5
1173	G23	G15	6	21	0.0069	0	0.5
1174	G24	G15	6	21	0.0049	0	0.5
1175	G25	G15	6	21	0.0048	0	0.5
1176	G26	G15	6	21	0.0043	0	0.5
1177	G27	G15	6	21	0.0028	0	0.5
1178	G28	G15	6	21	2e-04	0	0.5
1179	G29	G15	6	21	0.0025	0	0.5
1180	G30	G15	6	21	0.0091	0	0.5
1181	G31	G15	6	21	0.0132	0	0.5
1182	G32	G15	6	21	0.1072	0	0.5
1183	G33	G15	6	21	0.0091	0	0.5
1184	G34	G15	6	21	0	0	0.5
1185	G35	G15	6	21	0.0054	0	0.5
1186	G36	G15	6	21	0.0062	0	0.5
1187	G37	G15	6	21	0.107	0	0.5
1188	G38	G15	6	21	0.003	0	0.5
1189	G39	G15	6	21	0.0108	0	0.5
1190	G40	G15	6	21	0.0063	0	0.5
1191	G41	G15	6	21	0.0037	0	0.5
1192	G42	G15	6	21	0.0285	0	0.5
1193	G43	G15	6	21	0.0031	0	0.5
1194	G44	G15	6	21	0.0041	0	0.5
1195	G45	G15	6	21	0.0066	0	0.5
1196	G46	G15	6	21	0.0098	0	0.5
1197	G47	G15	6	21	0.8307	0.11585	0.5
1198	G48	G15	6	21	0.0017	0	0.5
1199	G49	G15	6	21	0.0034	0	0.5
1200	G50	G15	6	21	0.0028	0	0.5
1201	G1	G16	2	7	0.0016	0	0.5
1202	G2	G16	2	7	9e-04	0	0.5
1203	G3	G16	2	7	0	0	0.5
1204	G4	G16	2	7	0.0015	0	0.5
1205	G5	G16	2	7	0.0019	0	0.5
1206	G6	G16	2	7	0.0181	0	0.5
1207	G7	G16	2	7	0.0014	0	0.5
1208	G8	G16	2	7	0.0013	0	0.5
1209	G9	G16	2	7	0.1382	0	0.5
1210	G10	G16	2	7	0	0	0.5
1211	G11	G16	2	7	1e-04	0	0.5
1212	G12	G16	2	7	0.0011	0	0.5
1213	G13	G16	2	7	0.0048	0	0.5
1214	G14	G16	2	7	5e-04	0	0.5
1215	G15	G16	2	7	2e-04	0	0.5
1216	G16	G16	2	7	1	0.61164	0.5
1217	G17	G16	2	7	0.0025	0	0.5
1218	G18	G16	2	7	9e-04	0	0.5
1219	G19	G16	2	7	0.0025	0	0.5
1220	G20	G16	2	7	5e-04	0	0.5
1221	G21	G16	2	7	0.0019	0	0.5
1222	G22	G16	2	7	0.0063	0	0.5
1223	G23	G16	2	7	4e-04	0	0.5
1224	G24	G16	2	7	0	0	0.5
1225	G25	G16	2	7	0.0662	0	0.5
1226	G26	G16	2	7	0.0012	0	0.5
1227	G27	G16	2	7	0.0165	0	0.5
1228	G28	G16	2	7	0.0054	0	0.5
1229	G29	G16	2	7	0.0017	0	0.5
1230	G30	G16	2	7	0.0028	0	0.5
1231	G31	G16	2	7	0.001	0	0.5
1232	G32	G16	2	7	0.0029	0	0.5
1233	G33	G16	2	7	0.0037	0	0.5
1234	G34	G16	2	7	0.0011	0	0.5
1235	G35	G16	2	7	2e-04	0	0.5
1236	G36	G16	2	7	0.0041	0	0.5
1237	G37	G16	2	7	0.0028	0	0.5
1238	G38	G16	2	7	0.0016	0	0.5
1239	G39	G16	2	7	1e-04	0	0.5
1240	G40	G16	2	7	0.0018	0	0.5
1241	G41	G16	2	7	0	0	0.5
1242	G42	G16	2	7	0.0021	0	0.5
1243	G43	G16	2	7	0.0033	0	0.5
1244	G44	G16	2	7	0.0056	0	0.5
